counter;datetime;PM1;PM2_5;PM4;PM10;NumPM1;NumPM2_5;NumPM4;NumPM10;PartSize;tempC;humidity;pressure
9883;2024-11-01T10:33:05;3;3;3;3;24;24;24;24;0.51;24.24;65;88369
9884;2024-11-01T10:34:06;2;2;2;2;19;19;19;19;0.51;24.33;63;88369
9885;2024-11-01T10:35:08;2;2;2;2;18;18;18;18;0.51;24.02;65;88368
9886;2024-11-01T10:36:09;2;2;2;2;19;19;19;19;0.51;23.65;66;88373
9887;2024-11-01T10:37:11;2;2;2;2;21;21;21;21;0.51;24.23;67;88371
9888;2024-11-01T10:38:12;2;2;2;2;18;18;18;18;0.51;23.88;65;88371
9889;2024-11-01T10:39:14;3;3;3;3;22;22;22;22;0.51;23.95;65;88365
9890;2024-11-01T10:40:15;3;3;3;3;22;22;22;22;0.53;23.86;67;88365
9891;2024-11-01T10:41:17;2;2;2;2;19;19;19;19;0.52;24.07;69;88368
9892;2024-11-01T10:42:18;2;2;2;2;20;20;20;20;0.52;23.99;67;88365
9893;2024-11-01T10:43:20;3;3;3;3;22;22;22;22;0.52;23.95;65;88364
9894;2024-11-01T10:44:21;3;3;3;3;23;23;23;23;0.52;23.7;65;88372
9895;2024-11-01T10:45:23;4;4;4;4;30;30;30;30;0.53;23.9;66;88371
9896;2024-11-01T10:46:24;2;2;2;2;20;20;20;20;0.52;23.85;64;88372
9897;2024-11-01T10:47:26;2;2;2;2;18;18;18;18;0.51;23.86;65;88374
9898;2024-11-01T10:48:27;2;2;2;2;20;20;20;20;0.51;24.58;64;88372
9899;2024-11-01T10:49:29;3;3;3;3;22;22;22;22;0.51;24.19;66;88366
9900;2024-11-01T10:50:30;2;2;2;2;17;17;17;17;0.51;23.86;65;88358
9901;2024-11-01T10:51:32;2;2;2;2;19;19;19;19;0.51;24.18;64;88361
9902;2024-11-01T10:52:33;2;2;2;2;19;19;19;19;0.52;24.16;63;88359
9903;2024-11-01T10:53:34;2;3;3;3;21;21;21;21;0.53;23.82;62;88362
9904;2024-11-01T10:54:36;2;2;2;2;16;16;16;16;0.53;24.11;62;88360
9905;2024-11-01T10:55:37;2;2;2;2;18;18;18;18;0.54;24.1;62;88353
9906;2024-11-01T10:56:39;2;2;2;2;19;19;19;19;0.53;24.31;63;88361
9907;2024-11-01T10:57:40;2;2;2;2;18;19;19;19;0.51;24.59;61;88357
9908;2024-11-01T10:58:42;2;2;2;2;19;19;19;19;0.51;24.33;62;88361
9909;2024-11-01T10:59:43;2;2;2;2;17;18;18;18;0.5;24.23;64;88344
9910;2024-11-01T11:00:45;2;2;2;2;19;19;19;19;0.5;24.39;66;88350
9911;2024-11-01T11:01:46;2;2;2;2;20;20;20;20;0.5;24.12;62;88348
9912;2024-11-01T11:02:48;2;2;2;2;18;18;18;18;0.51;24.48;64;88347
9913;2024-11-01T11:03:49;2;2;2;2;16;16;16;16;0.51;24.6;62;88353
9914;2024-11-01T11:04:51;2;2;2;2;18;18;18;18;0.51;24.71;64;88341
9915;2024-11-01T11:05:52;2;2;2;2;19;19;19;19;0.52;24.56;64;88342
9916;2024-11-01T11:06:54;3;3;3;3;23;23;23;23;0.52;24.29;62;88347
9917;2024-11-01T11:07:55;2;2;2;2;16;16;16;16;0.5;24.71;62;88336
9918;2024-11-01T11:08:57;2;2;2;2;18;18;18;18;0.49;24.59;62;88343
9919;2024-11-01T11:09:58;2;2;2;2;19;19;19;19;0.5;24.8;63;88337
9920;2024-11-01T11:11:00;3;4;4;4;30;30;30;30;0.48;24.82;65;88337
9921;2024-11-01T11:12:01;2;2;2;2;18;18;18;18;0.5;24.42;63;88333
9922;2024-11-01T11:13:02;2;3;3;3;21;21;21;21;0.5;25.06;61;88341
9923;2024-11-01T11:14:04;2;2;2;2;18;18;18;18;0.5;25.31;64;88335
9924;2024-11-01T11:15:05;3;3;3;3;21;21;21;21;0.51;25.4;62;88337
9925;2024-11-01T11:16:07;3;3;3;3;26;26;26;26;0.51;24.85;62;88344
9926;2024-11-01T11:17:08;2;2;2;2;17;17;17;17;0.51;24.92;66;88338
9927;2024-11-01T11:18:10;2;2;2;2;16;16;16;16;0.51;24.49;63;88338
9928;2024-11-01T11:19:11;2;2;2;2;15;15;15;15;0.52;24.95;64;88337
9929;2024-11-01T11:20:13;2;2;2;2;18;18;18;18;0.54;25.13;66;88332
9930;2024-11-01T11:21:14;2;2;2;2;15;15;15;15;0.54;24.97;65;88345
9931;2024-11-01T11:22:16;2;2;2;2;16;17;17;17;0.54;25.39;67;88336
9932;2024-11-01T11:23:17;2;2;2;2;16;16;16;16;0.53;24.59;61;88338
9933;2024-11-01T11:24:19;2;2;2;2;17;17;17;17;0.52;24.35;63;88339
9934;2024-11-01T11:25:20;2;2;2;2;16;16;16;16;0.52;24.67;61;88332
9935;2024-11-01T11:26:22;2;2;2;2;15;15;15;15;0.52;24.53;64;88327
9936;2024-11-01T11:27:23;2;2;2;2;15;15;15;15;0.51;24.81;64;88333
9937;2024-11-01T11:28:25;2;2;2;2;15;15;15;15;0.52;24.76;63;88327
9938;2024-11-01T11:29:26;2;2;2;2;17;17;17;17;0.51;24.72;63;88321
9939;2024-11-01T11:30:28;3;3;3;3;23;23;23;23;0.5;24.91;61;88320
9940;2024-11-01T11:31:29;3;3;3;3;22;22;22;22;0.48;25.51;62;88325
9941;2024-11-01T11:32:30;2;2;2;2;16;16;16;16;0.49;24.82;62;88324
9942;2024-11-01T11:33:32;2;2;2;2;16;16;16;16;0.49;24.66;62;88323
9943;2024-11-01T11:34:33;1;1;1;1;12;13;13;13;0.49;24.87;64;88320
9944;2024-11-01T11:35:35;2;2;2;2;15;15;15;15;0.49;24.78;62;88322
9945;2024-11-01T11:36:36;2;2;2;2;19;19;19;19;0.5;24.8;64;88321
9946;2024-11-01T11:37:38;2;2;2;2;18;19;19;19;0.49;25.04;65;88315
9947;2024-11-01T11:38:39;3;3;3;3;26;26;26;26;0.5;25.13;63;88313
9948;2024-11-01T11:39:41;2;2;2;2;18;19;19;19;0.5;24.55;64;88310
9949;2024-11-01T11:40:42;2;2;2;2;19;19;19;19;0.5;25.09;68;88307
9950;2024-11-01T11:41:44;2;2;2;2;20;20;20;20;0.51;25.28;67;88301
9951;2024-11-01T11:42:45;2;2;2;2;18;18;18;18;0.51;25.49;62;88309
9952;2024-11-01T11:43:47;2;2;2;2;17;17;17;17;0.51;25.48;63;88298
9953;2024-11-01T11:44:48;2;2;2;2;17;17;17;17;0.51;25.05;64;88303
9954;2024-11-01T11:45:50;2;2;2;2;14;14;14;14;0.5;24.85;64;88306
9955;2024-11-01T11:46:51;2;2;2;2;15;15;15;15;0.5;24.93;63;88296
9956;2024-11-01T11:47:53;2;2;2;2;16;16;16;16;0.5;24.85;62;88292
9957;2024-11-01T11:48:54;2;2;2;2;17;17;17;17;0.5;24.77;62;88293
9958;2024-11-01T11:49:56;2;2;2;2;19;19;19;19;0.52;24.94;64;88281
9959;2024-11-01T11:50:57;2;2;2;2;16;16;16;16;0.51;25.41;65;88282
9960;2024-11-01T11:51:58;3;3;3;3;25;25;25;25;0.5;25.58;65;88284
9961;2024-11-01T11:53:00;3;3;3;3;22;22;22;22;0.49;25.66;62;88279
9962;2024-11-01T11:54:01;4;4;4;4;35;35;35;35;0.49;25.85;64;88273
9963;2024-11-01T11:55:03;3;3;3;3;22;22;22;22;0.49;26.07;66;88276
9964;2024-11-01T11:56:04;3;3;3;3;23;23;23;23;0.49;25.77;60;88270
9965;2024-11-01T11:57:06;2;2;2;2;18;18;18;18;0.5;25.08;64;88273
9966;2024-11-01T11:58:07;2;2;2;2;16;16;16;16;0.48;25.46;62;88272
9967;2024-11-01T11:59:09;2;2;2;2;20;20;20;20;0.49;24.89;62;88271
9968;2024-11-01T12:00:10;4;5;5;5;38;38;38;38;0.54;24.87;63;88266
9969;2024-11-01T12:01:12;2;2;2;2;17;17;17;17;0.53;24.75;61;88260
9970;2024-11-01T12:02:13;2;2;2;2;15;15;15;15;0.53;25.14;62;88265
9971;2024-11-01T12:03:15;2;2;2;2;15;15;15;15;0.51;25.33;62;88271
9972;2024-11-01T12:04:16;2;2;2;2;16;16;16;16;0.52;24.98;62;88259
9973;2024-11-01T12:05:18;2;2;2;2;13;13;13;13;0.53;25.2;63;88263
9974;2024-11-01T12:06:19;2;2;2;2;14;14;14;14;0.54;24.72;61;88250
9975;2024-11-01T12:07:21;2;2;2;2;14;14;14;14;0.52;24.87;62;88254
9976;2024-11-01T12:08:22;2;2;2;2;15;15;15;15;0.52;25.0;61;88257
9977;2024-11-01T12:09:24;2;2;2;2;16;16;16;16;0.52;25.02;62;88252
9978;2024-11-01T12:10:25;2;2;2;2;15;15;15;15;0.53;24.7;60;88252
9979;2024-11-01T12:11:26;2;2;2;2;14;14;14;14;0.53;24.66;60;88247
9980;2024-11-01T12:12:28;2;2;2;2;13;13;13;13;0.54;25.13;61;88248
9981;2024-11-01T12:13:29;2;2;2;2;17;17;17;17;0.56;24.88;61;88240
9982;2024-11-01T12:14:31;2;2;2;2;16;16;16;16;0.56;24.72;62;88242
9983;2024-11-01T12:15:32;2;2;2;2;15;15;15;15;0.56;24.9;65;88240
9984;2024-11-01T12:16:34;2;2;2;2;16;16;16;16;0.53;25.43;62;88239
9985;2024-11-01T12:17:35;2;2;2;2;16;16;16;16;0.54;25.42;62;88235
9986;2024-11-01T12:18:37;2;2;2;2;16;16;16;16;0.54;25.69;63;88227
9987;2024-11-01T12:19:38;2;2;2;2;16;16;16;16;0.53;25.54;59;88230
9988;2024-11-01T12:20:40;6;6;6;6;50;51;51;51;0.53;25.16;58;88230
9989;2024-11-01T12:21:41;2;2;2;2;13;13;13;13;0.52;25.04;59;88231
9990;2024-11-01T12:22:43;1;1;1;1;12;12;12;12;0.51;24.92;60;88224
9991;2024-11-01T12:23:44;1;2;2;2;13;13;13;13;0.5;24.83;59;88228
9992;2024-11-01T12:24:46;2;2;2;2;13;13;13;13;0.5;24.57;59;88224
9993;2024-11-01T12:25:47;2;2;2;2;13;13;13;13;0.49;24.94;58;88226
9994;2024-11-01T12:26:49;2;2;2;2;13;13;13;13;0.49;25.14;58;88223
9995;2024-11-01T12:27:50;1;1;1;1;12;12;12;12;0.5;25.57;57;88211
9996;2024-11-01T12:28:51;1;1;1;1;12;12;12;12;0.49;25.48;58;88216
9997;2024-11-01T12:29:53;2;2;2;2;13;13;13;13;0.49;25.46;60;88205
9998;2024-11-01T12:30:54;1;2;2;2;13;13;13;13;0.48;25.26;60;88212
9999;2024-11-01T12:31:56;2;2;2;2;13;13;13;13;0.48;25.13;57;88204
10000;2024-11-01T12:32:57;1;1;1;1;13;13;13;13;0.48;25.53;59;88198
10001;2024-11-01T12:33:59;2;2;2;2;16;16;16;16;0.48;25.59;58;88198
10002;2024-11-01T12:35:00;2;2;2;2;17;17;17;17;0.48;25.3;58;88204
10003;2024-11-01T12:36:02;2;2;2;2;16;16;16;16;0.49;25.46;58;88203
10004;2024-11-01T12:37:03;1;1;1;1;12;12;12;12;0.5;25.65;58;88196
10005;2024-11-01T12:38:05;2;2;2;2;17;17;17;17;0.5;25.59;58;88188
10006;2024-11-01T12:39:06;3;3;3;3;29;29;29;29;0.5;25.67;56;88186
10007;2024-11-01T12:40:08;2;2;2;2;16;16;16;16;0.5;25.32;56;88188
10008;2024-11-01T12:41:09;2;2;2;2;15;15;15;15;0.51;25.9;60;88185
10009;2024-11-01T12:42:11;2;2;2;2;14;14;14;14;0.5;26.21;59;88174
10010;2024-11-01T12:43:12;2;2;2;2;15;15;15;15;0.49;26.05;58;88181
10011;2024-11-01T12:44:14;2;2;2;2;15;15;15;15;0.5;25.41;56;88174
10012;2024-11-01T12:45:15;2;2;2;2;15;15;15;15;0.5;25.73;55;88180
10013;2024-11-01T12:46:17;2;2;2;2;13;13;13;13;0.51;26.21;54;88179
10014;2024-11-01T12:47:18;1;1;1;1;12;12;12;12;0.5;25.48;54;88170
10015;2024-11-01T12:48:20;2;2;2;2;13;13;13;13;0.5;25.62;55;88170
10016;2024-11-01T12:49:21;2;2;2;2;16;16;16;16;0.5;25.74;53;88165
10017;2024-11-01T12:50:23;2;2;2;2;13;13;13;13;0.5;25.62;56;88165
10018;2024-11-01T12:51:24;1;1;1;1;12;12;12;12;0.51;25.68;53;88168
10019;2024-11-01T12:52:25;1;1;1;1;12;12;12;12;0.52;25.71;53;88153
10020;2024-11-01T12:53:27;1;1;1;1;12;12;12;12;0.53;25.67;52;88161
10021;2024-11-01T12:54:28;1;1;1;1;11;11;11;11;0.52;26.04;53;88161
10022;2024-11-01T12:55:30;1;1;1;1;10;10;10;10;0.51;26.16;54;88153
10023;2024-11-01T12:56:31;1;2;2;2;13;13;13;13;0.5;26.07;52;88155
10024;2024-11-01T12:57:33;1;1;1;1;11;11;11;11;0.5;26.21;54;88155
10025;2024-11-01T12:58:34;1;2;2;2;13;13;13;13;0.51;26.5;52;88144
10026;2024-11-01T12:59:36;1;1;1;1;10;10;10;10;0.52;26.08;50;88142
10027;2024-11-01T13:00:37;1;1;1;1;12;12;12;12;0.53;26.18;51;88140
10028;2024-11-01T13:01:39;1;1;1;1;10;10;10;10;0.53;26.58;52;88136
10029;2024-11-01T13:02:40;1;1;1;1;11;11;11;11;0.52;26.8;56;88134
10030;2024-11-01T13:03:42;1;1;1;1;12;12;12;12;0.53;26.71;51;88129
10031;2024-11-01T13:04:43;1;1;1;1;10;10;10;10;0.53;26.46;50;88124
10032;2024-11-01T13:05:45;1;1;1;1;9;9;9;9;0.53;26.43;48;88122
10033;2024-11-01T13:06:46;1;1;1;1;12;12;12;12;0.54;26.91;53;88122
10034;2024-11-01T13:07:48;1;1;1;1;10;10;10;10;0.54;27.2;48;88114
10035;2024-11-01T13:08:49;1;1;1;1;9;9;9;9;0.54;27.06;46;88116
10036;2024-11-01T13:09:51;1;1;1;1;8;8;8;8;0.54;27.09;47;88109
10037;2024-11-01T13:10:52;1;1;1;1;7;7;7;7;0.54;26.97;49;88112
10038;2024-11-01T13:11:53;1;1;1;1;9;9;9;9;0.53;27.29;49;88109
10039;2024-11-01T13:12:55;1;1;1;1;9;9;9;9;0.52;27.35;47;88102
10040;2024-11-01T13:13:56;1;1;1;1;10;10;10;10;0.52;27.07;50;88101
10041;2024-11-01T13:14:58;1;1;1;1;9;9;9;9;0.52;27.28;48;88097
10042;2024-11-01T13:15:59;2;2;2;2;20;20;20;20;0.51;27.38;47;88100
10043;2024-11-01T13:17:01;1;1;1;1;8;8;8;8;0.51;26.98;46;88102
10044;2024-11-01T13:18:02;1;1;1;1;7;7;7;7;0.51;26.63;45;88096
10045;2024-11-01T13:19:04;1;1;1;1;8;8;8;8;0.51;26.52;45;88095
10046;2024-11-01T13:20:05;1;1;1;1;8;8;8;8;0.5;27.13;48;88087
10047;2024-11-01T13:21:07;1;1;1;1;9;9;9;9;0.5;26.98;47;88081
10048;2024-11-01T13:22:08;1;1;1;1;11;11;11;11;0.51;27.01;47;88087
10049;2024-11-01T13:23:10;1;1;1;1;12;13;13;13;0.52;26.78;50;88085
10050;2024-11-01T13:24:11;2;2;2;2;14;14;14;14;0.52;27.15;48;88079
10051;2024-11-01T13:25:13;1;1;1;1;12;12;12;12;0.53;27.48;49;88081
10052;2024-11-01T13:26:14;1;1;1;1;10;10;10;10;0.54;27.41;48;88078
10053;2024-11-01T13:27:16;2;2;2;2;18;18;18;18;0.54;26.98;48;88081
10054;2024-11-01T13:28:17;2;2;2;2;13;13;13;13;0.54;26.68;51;88068
10055;2024-11-01T13:29:19;2;2;2;2;15;15;15;15;0.54;27.33;50;88074
10056;2024-11-01T13:30:20;1;1;1;1;12;13;13;13;0.53;27.56;48;88065
10057;2024-11-01T13:31:22;2;2;2;2;14;14;14;14;0.53;27.77;46;88065
10058;2024-11-01T13:32:23;2;2;2;2;16;16;16;16;0.54;27.78;46;88063
10059;2024-11-01T13:33:24;2;2;2;2;13;13;13;13;0.54;28.05;50;88064
10060;2024-11-01T13:34:26;2;2;2;2;21;21;21;21;0.55;27.37;49;88055
10061;2024-11-01T13:35:27;2;2;2;2;17;17;17;17;0.54;27.84;47;88053
10062;2024-11-01T13:36:29;2;2;2;2;13;13;13;13;0.54;28.02;47;88049
10063;2024-11-01T13:37:30;2;2;2;2;13;13;13;13;0.55;27.78;50;88044
10064;2024-11-01T13:38:32;2;2;2;2;13;13;13;13;0.55;27.61;48;88041
10065;2024-11-01T13:39:33;1;1;1;1;12;12;12;12;0.55;27.79;49;88043
10066;2024-11-01T13:40:35;2;2;2;2;16;16;16;16;0.55;27.11;48;88030
10067;2024-11-01T13:41:36;2;2;2;2;15;15;15;15;0.55;27.41;48;88040
10068;2024-11-01T13:42:38;2;2;2;2;16;16;16;16;0.54;27.33;50;88028
10069;2024-11-01T13:43:39;2;2;2;2;16;16;16;16;0.53;27.27;49;88025
10070;2024-11-01T13:44:41;2;2;2;2;15;15;15;15;0.52;27.48;46;88027
10071;2024-11-01T13:45:42;2;2;2;2;16;16;16;16;0.52;27.27;46;88020
10072;2024-11-01T13:46:44;2;2;2;2;18;18;18;18;0.52;27.26;49;88023
10073;2024-11-01T13:47:45;2;2;2;2;19;19;19;19;0.52;27.0;49;88018
10074;2024-11-01T13:48:47;2;2;2;2;15;15;15;15;0.52;27.16;48;88013
10075;2024-11-01T13:49:48;2;2;2;2;18;18;18;18;0.51;26.96;47;88012
10076;2024-11-01T13:50:50;2;2;2;2;17;17;17;17;0.52;27.32;50;88019
10077;2024-11-01T13:51:51;2;2;2;2;18;18;18;18;0.51;27.39;48;88010
10078;2024-11-01T13:52:53;2;2;2;2;14;14;14;14;0.53;27.56;50;88008
10079;2024-11-01T13:53:54;2;2;2;2;16;16;16;16;0.53;28.28;55;88013
10080;2024-11-01T13:54:56;2;2;2;2;14;14;14;14;0.52;27.63;48;88003
10081;2024-11-01T13:55:57;2;2;2;2;14;14;14;14;0.53;27.47;48;87999
10082;2024-11-01T13:56:58;2;2;2;2;16;16;16;16;0.54;28.1;51;88000
10083;2024-11-01T13:58:00;6;6;6;6;48;48;48;48;0.47;28.3;48;87997
10084;2024-11-01T13:59:01;4;4;4;4;30;30;30;30;0.49;28.41;45;87994
10085;2024-11-01T14:00:03;3;3;3;3;25;25;25;25;0.5;28.23;47;87995
10086;2024-11-01T14:01:04;2;2;2;2;18;18;18;18;0.51;28.07;47;87995
10087;2024-11-01T14:02:06;2;2;2;2;14;14;14;14;0.52;27.55;47;87988
10088;2024-11-01T14:03:07;2;2;2;2;16;16;16;16;0.54;27.52;47;87995
10089;2024-11-01T14:04:09;1;1;1;1;12;12;12;12;0.54;27.9;48;87982
10090;2024-11-01T14:05:10;1;1;1;1;12;12;12;12;0.53;28.4;49;87987
10091;2024-11-01T14:06:12;1;1;1;1;12;12;12;12;0.54;28.18;47;87983
10092;2024-11-01T14:07:13;1;1;1;1;12;12;12;12;0.54;28.35;47;87990
10093;2024-11-01T14:08:15;2;2;2;2;14;14;14;14;0.54;28.27;46;87985
10094;2024-11-01T14:09:16;2;2;2;2;13;13;13;13;0.53;28.06;45;87983
10095;2024-11-01T14:10:18;2;2;2;2;13;13;13;13;0.51;28.13;44;87986
10096;2024-11-01T14:11:19;2;2;2;2;14;14;14;14;0.5;28.02;44;87982
10097;2024-11-01T14:12:21;2;2;2;2;14;14;14;14;0.51;27.64;44;87973
10098;2024-11-01T14:13:22;2;2;2;2;17;17;17;17;0.53;27.44;43;87973
10099;2024-11-01T14:14:24;2;2;2;2;14;14;14;14;0.54;27.35;45;87968
10100;2024-11-01T14:15:25;1;1;1;1;11;11;11;11;0.55;28.2;45;87970
10101;2024-11-01T14:16:27;2;2;2;2;15;15;15;15;0.55;27.47;45;87977
10102;2024-11-01T14:17:28;2;2;2;2;16;16;16;16;0.53;27.58;46;87965
10103;2024-11-01T14:18:29;1;1;1;1;12;12;12;12;0.53;27.84;47;87969
10104;2024-11-01T14:19:31;2;2;2;2;15;15;15;15;0.52;28.33;44;87960
10105;2024-11-01T14:20:32;2;2;2;2;15;15;15;15;0.52;28.06;45;87962
10106;2024-11-01T14:21:34;2;2;2;2;16;16;16;16;0.53;27.93;43;87965
10107;2024-11-01T14:22:35;2;2;2;2;18;18;18;18;0.52;28.49;44;87959
10108;2024-11-01T14:23:37;2;2;2;2;17;17;17;17;0.56;28.66;45;87962
10109;2024-11-01T14:24:38;3;3;3;3;27;27;27;27;0.57;28.34;46;87956
10110;2024-11-01T14:25:40;4;4;4;4;37;37;37;37;0.5;27.83;44;87951
10111;2024-11-01T14:26:41;2;2;2;2;16;16;16;16;0.51;27.79;44;87950
10112;2024-11-01T14:27:43;2;2;2;2;14;14;14;14;0.51;27.69;45;87942
10113;2024-11-01T14:28:44;1;1;1;1;12;12;12;12;0.51;27.81;46;87945
10114;2024-11-01T14:29:46;1;1;1;1;12;12;12;12;0.52;27.72;47;87954
10115;2024-11-01T14:30:47;2;2;2;2;13;13;13;13;0.51;27.64;46;87941
10116;2024-11-01T14:31:49;1;2;2;2;13;13;13;13;0.51;28.08;45;87942
10117;2024-11-01T14:32:50;2;2;2;2;14;14;14;14;0.5;27.93;47;87940
10118;2024-11-01T14:33:52;2;2;2;2;15;15;15;15;0.51;27.39;46;87944
10119;2024-11-01T14:34:53;2;2;2;2;15;15;15;15;0.51;27.96;46;87947
10120;2024-11-01T14:35:55;2;2;2;2;16;16;16;16;0.51;27.15;45;87937
10121;2024-11-01T14:36:56;2;2;2;2;14;14;14;14;0.52;27.85;47;87937
10122;2024-11-01T14:37:58;1;1;1;1;12;12;12;12;0.51;27.94;46;87934
10123;2024-11-01T14:38:59;2;2;2;2;15;15;15;15;0.51;28.34;46;87935
10124;2024-11-01T14:40:01;2;2;2;2;17;17;17;17;0.52;27.81;46;87931
10125;2024-11-01T14:41:02;2;2;2;2;15;15;15;15;0.52;27.72;46;87933
10126;2024-11-01T14:42:04;2;2;2;2;20;20;20;20;0.52;27.7;46;87927
10127;2024-11-01T14:43:05;2;2;2;2;19;19;19;19;0.52;27.74;44;87933
10128;2024-11-01T14:44:06;2;2;2;2;21;21;21;21;0.52;27.77;45;87931
10129;2024-11-01T14:45:08;3;3;3;3;24;24;24;24;0.54;27.79;44;87924
10130;2024-11-01T14:46:09;2;2;2;2;17;17;17;17;0.54;27.99;45;87918
10131;2024-11-01T14:47:11;3;3;3;3;23;24;24;24;0.55;28.61;49;87923
10132;2024-11-01T14:48:12;5;5;5;5;41;41;41;41;0.5;27.99;44;87919
10133;2024-11-01T14:49:14;2;3;3;3;21;21;21;21;0.5;27.6;45;87918
10134;2024-11-01T14:50:15;2;2;2;2;21;21;21;21;0.5;27.65;45;87915
10135;2024-11-01T14:51:17;2;2;2;2;18;18;18;18;0.48;27.55;46;87917
10136;2024-11-01T14:52:18;2;2;2;2;16;16;16;16;0.48;27.97;48;87908
10137;2024-11-01T14:53:20;2;2;2;2;16;16;16;16;0.49;27.94;49;87912
10138;2024-11-01T14:54:21;2;2;2;2;15;15;15;15;0.48;27.55;48;87911
10139;2024-11-01T14:55:23;2;2;2;2;17;17;17;17;0.48;27.83;50;87913
10140;2024-11-01T14:56:24;3;3;3;3;26;26;26;26;0.52;28.07;50;87908
10141;2024-11-01T14:57:26;2;2;2;2;17;17;17;17;0.53;28.18;50;87904
10142;2024-11-01T14:58:27;2;2;2;2;20;20;20;20;0.53;28.46;47;87908
10143;2024-11-01T14:59:29;3;3;3;3;24;24;24;24;0.54;28.42;48;87896
10144;2024-11-01T15:00:30;2;2;2;2;20;20;20;20;0.55;28.57;49;87900
10145;2024-11-01T15:01:32;2;2;2;2;20;20;20;20;0.55;28.42;48;87900
10146;2024-11-01T15:02:33;3;3;3;3;26;26;26;26;0.56;27.79;47;87907
10147;2024-11-01T15:03:35;2;2;2;2;19;19;19;19;0.55;27.99;47;87900
10148;2024-11-01T15:04:36;2;2;2;2;18;18;18;18;0.56;28.62;50;87891
10149;2024-11-01T15:05:37;2;2;2;2;13;13;13;13;0.56;27.63;47;87896
10150;2024-11-01T15:06:39;2;2;2;2;17;17;17;17;0.55;27.89;47;87894
10151;2024-11-01T15:07:40;2;2;2;2;15;15;15;15;0.53;27.37;46;87892
10152;2024-11-01T15:08:42;2;2;2;2;18;18;18;18;0.52;27.44;48;87888
10153;2024-11-01T15:09:43;2;2;2;2;17;17;17;17;0.53;28.17;48;87892
10154;2024-11-01T15:10:45;2;2;2;2;16;16;16;16;0.54;27.89;48;87892
10155;2024-11-01T15:11:46;2;2;2;2;13;13;13;13;0.56;27.85;47;87889
10156;2024-11-01T15:12:48;1;2;2;2;12;12;12;12;0.57;27.66;47;87890
10157;2024-11-01T15:13:49;3;3;3;3;22;22;22;22;0.58;27.89;48;87880
10158;2024-11-01T15:14:51;3;4;4;4;27;28;28;28;0.59;28.38;48;87883
10159;2024-11-01T15:15:52;2;2;2;2;17;17;17;17;0.59;28.13;46;87880
10160;2024-11-01T15:16:54;2;2;2;2;13;13;13;13;0.57;28.34;47;87885
10161;2024-11-01T15:17:55;2;2;2;2;16;16;16;16;0.57;28.09;46;87884
10162;2024-11-01T15:18:57;2;2;2;2;14;14;14;14;0.57;28.14;47;87880
10163;2024-11-01T15:19:58;2;2;2;2;15;15;15;15;0.56;28.33;47;87885
10164;2024-11-01T15:21:00;3;4;4;4;29;29;29;29;0.56;28.21;46;87883
10165;2024-11-01T15:22:01;3;3;3;3;23;23;23;23;0.54;28.42;46;87880
10166;2024-11-01T15:23:03;2;2;2;2;19;19;19;19;0.54;28.48;46;87886
10167;2024-11-01T15:24:04;2;2;2;2;13;13;13;13;0.52;28.23;49;87881
10168;2024-11-01T15:25:06;2;2;2;2;16;16;16;16;0.51;28.43;47;87876
10169;2024-11-01T15:26:07;2;2;2;2;18;18;18;18;0.52;28.3;45;87872
10170;2024-11-01T15:27:09;2;2;2;2;18;18;18;18;0.51;28.15;48;87878
10171;2024-11-01T15:28:10;2;2;2;2;18;18;18;18;0.51;28.43;47;87876
10172;2024-11-01T15:29:11;3;3;3;3;22;22;22;22;0.54;28.48;47;87881
10173;2024-11-01T15:30:13;4;4;4;4;32;32;32;32;0.56;28.37;47;87873
10174;2024-11-01T15:31:14;2;2;2;2;16;16;16;16;0.59;27.99;49;87881
10175;2024-11-01T15:32:16;2;2;2;3;17;17;17;17;0.58;27.96;48;87876
10176;2024-11-01T15:33:17;2;2;2;2;14;14;14;14;0.57;27.96;48;87882
10177;2024-11-01T15:34:19;2;2;3;3;20;20;20;20;0.57;27.79;47;87879
10178;2024-11-01T15:35:20;2;2;2;2;18;18;18;18;0.57;28.18;49;87877
10179;2024-11-01T15:36:22;2;3;3;3;21;21;21;21;0.58;28.49;48;87877
10180;2024-11-01T15:37:23;2;2;2;2;14;14;14;14;0.56;28.1;50;87875
10181;2024-11-01T15:38:25;2;2;2;2;19;19;19;19;0.55;27.73;49;87879
10182;2024-11-01T15:39:26;2;2;2;2;18;18;18;18;0.54;28.09;50;87878
10183;2024-11-01T15:40:28;2;2;2;2;17;17;17;17;0.55;28.59;49;87876
10184;2024-11-01T15:41:29;2;2;2;2;19;19;19;19;0.55;28.16;50;87882
10185;2024-11-01T15:42:31;2;2;2;2;17;17;17;17;0.55;28.29;50;87867
10186;2024-11-01T15:43:32;3;3;3;3;25;25;25;25;0.54;28.4;50;87864
10187;2024-11-01T15:44:34;2;2;2;2;18;18;18;18;0.55;28.18;51;87874
10188;2024-11-01T15:45:35;2;2;2;2;19;19;19;19;0.55;28.18;49;87871
10189;2024-11-01T15:46:37;2;2;2;2;21;21;21;21;0.54;28.26;49;87867
10190;2024-11-01T15:47:38;2;2;2;2;19;19;19;19;0.54;28.52;49;87872
10191;2024-11-01T15:48:40;4;4;4;4;30;31;31;31;0.55;28.47;48;87869
