counter;datetime;PM1;PM2_5;PM4;PM10;NumPM1;NumPM2_5;NumPM4;NumPM10;PartSize;tempC;humidity;pressure;meta
614;2024-12-11T19:03:51;11;11;11;11;89;90;90;90;0.59;29.95;28;87801;
615;2024-12-11T19:04:54;11;11;11;12;89;90;90;90;0.6;29.92;28;87801;
616;2024-12-11T19:05:56;10;11;11;11;87;87;87;87;0.59;29.9;28;87805;
617;2024-12-11T19:06:58;11;11;12;12;91;92;92;92;0.59;29.9;28;87807;
618;2024-12-11T19:08:00;10;11;11;11;86;87;87;87;0.6;29.9;27;87807;
619;2024-12-11T19:09:02;10;11;11;11;85;86;86;86;0.61;29.89;28;87805;
620;2024-12-11T19:10:04;10;11;11;11;87;87;88;88;0.58;29.89;28;87805;
621;2024-12-11T19:11:07;10;11;11;11;89;89;89;89;0.58;29.87;28;87806;
622;2024-12-11T19:12:09;10;10;11;11;85;85;86;86;0.59;29.81;28;87806;
623;2024-12-11T19:13:11;10;10;10;10;84;84;84;84;0.56;29.8;28;87810;
624;2024-12-11T19:14:13;10;10;10;10;85;86;86;86;0.57;29.78;27;87807;
625;2024-12-11T19:15:15;9;10;10;10;81;81;81;81;0.57;29.79;28;87825;
626;2024-12-11T19:16:17;10;10;10;11;83;84;84;84;0.58;29.75;28;87814;
627;2024-12-11T19:17:20;10;11;11;11;87;87;87;87;0.57;29.74;28;87818;
628;2024-12-11T19:18:22;10;10;10;10;85;85;85;85;0.55;29.75;28;87820;
629;2024-12-11T19:19:24;10;10;10;10;82;82;82;82;0.57;29.7;28;87821;
630;2024-12-11T19:20:26;10;11;11;11;89;89;89;89;0.58;29.7;27;87823;
631;2024-12-11T19:21:28;10;10;10;10;82;82;82;82;0.57;29.69;28;87821;
632;2024-12-11T19:22:30;10;10;10;10;83;83;83;83;0.58;29.67;28;87822;
633;2024-12-11T19:23:33;10;11;11;11;87;87;87;87;0.59;29.67;28;87822;
634;2024-12-11T19:24:35;10;10;11;11;87;87;87;87;0.56;29.66;28;87823;
635;2024-12-11T19:25:37;9;9;9;9;78;78;78;78;0.54;29.63;28;87825;
636;2024-12-11T19:26:39;9;10;10;10;79;80;80;80;0.54;29.62;28;87828;
637;2024-12-11T19:27:41;10;10;10;10;82;82;82;82;0.54;29.6;28;87826;
638;2024-12-11T19:28:43;10;10;10;10;81;81;81;81;0.54;29.59;29;87824;
639;2024-12-11T19:29:46;10;10;11;11;87;87;87;87;0.57;29.6;28;87826;
640;2024-12-11T19:30:48;10;11;11;11;87;88;88;88;0.59;29.55;28;87824;
641;2024-12-11T19:31:50;10;11;11;11;88;88;88;88;0.6;29.54;28;87825;
642;2024-12-11T19:32:52;11;11;12;12;91;91;91;91;0.63;29.54;28;87823;
643;2024-12-11T19:33:54;11;11;11;11;89;90;90;90;0.6;29.54;28;87837;
644;2024-12-11T19:34:56;10;11;11;11;88;88;88;88;0.6;29.53;28;87835;
645;2024-12-11T19:35:59;10;10;10;10;85;85;85;85;0.56;29.5;28;87828;
646;2024-12-11T19:37:01;10;10;10;10;87;87;87;87;0.56;29.5;28;87828;
647;2024-12-11T19:38:03;10;11;11;11;87;87;87;87;0.58;29.51;28;87827;
648;2024-12-11T19:39:05;10;10;10;10;82;82;82;82;0.57;29.5;29;87839;
649;2024-12-11T19:40:07;9;10;10;10;81;81;81;81;0.58;29.49;28;87835;
650;2024-12-11T19:41:09;10;11;11;11;88;88;88;88;0.57;29.47;28;87840;
651;2024-12-11T19:42:12;10;10;10;10;84;84;84;84;0.57;29.45;28;87840;
652;2024-12-11T19:43:14;10;10;10;10;86;86;86;86;0.59;29.43;28;87842;
653;2024-12-11T19:44:16;10;11;11;11;87;87;87;87;0.6;29.45;28;87851;
654;2024-12-11T19:45:18;10;10;10;10;83;83;83;83;0.6;29.41;28;87846;
655;2024-12-11T19:46:20;10;11;11;11;88;88;88;88;0.58;29.43;28;87840;
656;2024-12-11T19:47:22;10;10;10;10;82;82;82;82;0.58;29.4;28;87845;
657;2024-12-11T19:48:25;10;11;11;11;86;87;87;87;0.58;29.4;28;87853;
658;2024-12-11T19:49:27;10;10;10;11;85;85;85;85;0.57;29.39;28;87849;
659;2024-12-11T19:50:29;10;11;11;11;87;87;87;87;0.57;29.39;28;87855;
660;2024-12-11T19:51:31;10;10;10;10;84;84;84;84;0.56;29.38;28;87859;
661;2024-12-11T19:52:33;11;11;11;11;91;91;91;91;0.56;29.37;29;87863;
662;2024-12-11T19:53:35;10;10;10;10;86;86;86;86;0.56;29.35;28;87857;
663;2024-12-11T19:54:38;10;11;11;11;88;89;89;89;0.57;29.35;28;87862;
664;2024-12-11T19:55:40;9;9;9;9;79;79;79;79;0.56;29.34;29;87861;
665;2024-12-11T19:56:42;10;11;11;11;88;88;88;88;0.55;29.31;28;87862;
666;2024-12-11T19:57:44;9;10;10;10;81;81;81;81;0.54;29.32;29;87867;
667;2024-12-11T19:58:46;10;10;10;10;86;86;86;86;0.54;29.32;28;87869;
668;2024-12-11T19:59:48;10;11;11;11;89;89;89;89;0.59;29.31;28;87860;
669;2024-12-11T20:00:51;11;11;12;12;89;90;90;90;0.64;29.31;28;87868;
670;2024-12-11T20:01:53;10;10;11;11;83;84;84;84;0.61;29.31;29;87868;
671;2024-12-11T20:02:55;9;10;10;10;78;79;79;79;0.6;29.28;29;87864;
672;2024-12-11T20:03:57;10;11;11;11;87;88;88;88;0.58;29.25;29;87859;
673;2024-12-11T20:04:59;9;10;10;10;80;81;81;81;0.58;29.25;29;87864;
674;2024-12-11T20:06:01;9;9;9;9;79;79;79;79;0.55;29.23;29;87873;
675;2024-12-11T20:07:04;9;9;9;9;79;79;79;79;0.55;29.21;29;87867;
676;2024-12-11T20:08:06;9;9;9;9;79;79;79;79;0.55;29.21;28;87870;
677;2024-12-11T20:09:08;9;10;10;10;80;80;80;80;0.55;29.21;29;87875;
678;2024-12-11T20:10:10;10;10;10;10;87;87;87;87;0.56;29.22;28;87882;
679;2024-12-11T20:11:12;9;9;9;9;75;75;75;75;0.56;29.21;29;87880;
680;2024-12-11T20:12:14;10;10;10;10;84;84;84;84;0.55;29.19;28;87873;
681;2024-12-11T20:13:16;10;10;11;11;85;86;86;86;0.59;29.19;29;87879;
682;2024-12-11T20:14:19;10;10;10;10;81;82;82;82;0.57;29.19;29;87890;
683;2024-12-11T20:15:21;10;11;11;11;88;88;88;88;0.57;29.18;29;87888;
684;2024-12-11T20:16:23;10;10;10;10;83;83;83;83;0.56;29.17;29;87887;
685;2024-12-11T20:17:25;10;10;10;10;87;87;87;87;0.55;29.18;29;87893;
686;2024-12-11T20:18:27;10;10;10;10;84;84;84;84;0.54;29.18;29;87893;
687;2024-12-11T20:19:30;10;11;11;11;88;89;89;89;0.55;29.15;29;87894;
688;2024-12-11T20:20:32;10;11;11;11;88;88;88;88;0.56;29.13;29;87903;
689;2024-12-11T20:21:34;10;10;10;10;81;81;81;81;0.57;29.14;29;87898;
690;2024-12-11T20:22:36;10;10;10;10;82;82;82;82;0.56;29.14;30;87904;
691;2024-12-11T20:23:38;10;10;10;10;86;87;87;87;0.56;29.12;29;87901;
692;2024-12-11T20:24:40;10;10;11;11;87;87;87;87;0.57;29.13;29;87902;
693;2024-12-11T20:25:42;10;10;10;10;84;84;84;84;0.56;29.12;30;87907;
694;2024-12-11T20:26:45;10;10;10;10;83;83;83;83;0.53;29.13;29;87903;
695;2024-12-11T20:27:47;10;11;11;11;88;88;88;88;0.56;29.13;29;87902;
696;2024-12-11T20:28:49;10;10;10;10;85;85;85;85;0.56;29.11;29;87913;
697;2024-12-11T20:29:51;10;10;10;10;83;83;83;83;0.56;29.09;29;87908;
698;2024-12-11T20:30:53;10;10;10;10;84;84;84;84;0.58;29.08;29;87912;
699;2024-12-11T20:31:55;10;10;10;10;86;86;86;86;0.58;29.09;29;87914;
700;2024-12-11T20:32:58;10;10;10;10;84;84;84;84;0.58;29.09;29;87913;
701;2024-12-11T20:34:00;10;10;10;10;82;82;83;83;0.58;29.07;29;87914;
702;2024-12-11T20:35:02;11;11;11;11;91;91;91;91;0.55;29.07;29;87914;
703;2024-12-11T20:36:04;11;11;11;11;90;90;90;90;0.55;29.07;29;87905;
704;2024-12-11T20:37:06;10;11;11;11;88;88;88;88;0.57;29.05;29;87914;
705;2024-12-11T20:38:08;10;11;11;11;87;87;87;87;0.6;29.07;29;87913;
706;2024-12-11T20:39:11;10;11;11;11;89;89;89;89;0.57;29.09;29;87913;
707;2024-12-11T20:40:13;10;10;10;10;83;84;84;84;0.55;29.07;29;87916;
708;2024-12-11T20:41:15;10;11;11;11;88;88;88;88;0.57;29.07;29;87916;
709;2024-12-11T20:42:17;10;11;11;11;88;88;88;88;0.59;29.08;29;87914;
710;2024-12-11T20:43:19;11;11;11;11;94;94;94;94;0.56;29.06;29;87917;
711;2024-12-11T20:44:21;10;11;11;11;88;88;88;88;0.55;29.06;29;87917;
712;2024-12-11T20:45:24;11;11;11;11;90;90;90;90;0.53;29.06;29;87920;
713;2024-12-11T20:46:26;10;11;11;11;89;89;89;89;0.55;29.04;29;87917;
714;2024-12-11T20:47:28;11;11;11;11;90;90;90;90;0.56;29.06;29;87922;
715;2024-12-11T20:48:30;10;10;10;10;88;88;88;88;0.54;29.04;29;87928;
716;2024-12-11T20:49:32;10;10;10;11;88;88;88;88;0.57;29.04;29;87928;
717;2024-12-11T20:50:34;10;10;10;10;84;84;84;85;0.57;29.02;29;87920;
718;2024-12-11T20:51:37;10;10;10;10;85;85;85;85;0.58;29.02;29;87925;
719;2024-12-11T20:52:39;10;10;10;10;86;86;86;86;0.58;29.01;29;87930;
720;2024-12-11T20:53:41;11;11;11;11;91;91;91;91;0.58;29.01;29;87932;
721;2024-12-11T20:54:43;11;11;11;11;91;92;92;92;0.55;29.01;29;87943;
722;2024-12-11T20:55:45;10;10;10;10;81;82;82;82;0.56;29.01;29;87934;
723;2024-12-11T20:56:47;10;11;11;11;88;88;88;88;0.56;29.0;29;87936;
724;2024-12-11T20:57:50;10;10;10;10;87;87;87;87;0.56;29.0;29;87950;
725;2024-12-11T20:58:52;10;11;11;11;88;89;89;89;0.56;28.98;29;87942;
726;2024-12-11T20:59:54;11;11;11;11;90;90;90;90;0.55;29.0;29;87949;
727;2024-12-11T21:00:56;10;11;11;11;88;88;88;88;0.55;28.98;29;87948;
728;2024-12-11T21:01:58;10;10;10;10;84;84;84;84;0.53;29.02;29;87950;
729;2024-12-11T21:03:00;10;10;10;10;86;86;86;86;0.53;29.0;29;87952;
730;2024-12-11T21:04:03;11;11;11;11;95;95;95;95;0.56;28.98;29;87948;
731;2024-12-11T21:05:05;10;10;10;10;86;86;86;86;0.55;28.97;30;87947;
732;2024-12-11T21:06:07;10;10;10;10;86;86;86;86;0.55;28.97;29;87957;
733;2024-12-11T21:07:09;10;11;11;11;88;88;88;88;0.55;28.94;29;87953;
734;2024-12-11T21:08:11;10;11;11;11;89;89;89;89;0.57;28.93;29;87952;
735;2024-12-11T21:09:13;10;10;10;10;82;82;83;83;0.56;28.94;29;87959;
736;2024-12-11T21:10:16;11;11;11;11;92;92;92;92;0.54;28.94;29;87959;
737;2024-12-11T21:11:18;10;10;10;10;86;86;86;86;0.54;28.93;29;87954;
738;2024-12-11T21:12:20;10;10;10;10;84;84;84;84;0.55;28.91;29;87960;
739;2024-12-11T21:13:22;10;10;10;10;87;87;87;87;0.53;28.92;30;87958;
740;2024-12-11T21:14:24;11;11;11;11;90;90;90;90;0.57;28.92;29;87961;
741;2024-12-11T21:15:26;11;11;11;11;93;94;94;94;0.58;28.89;29;87962;
742;2024-12-11T21:16:29;10;10;10;10;85;86;86;86;0.55;28.91;29;87970;
743;2024-12-11T21:17:31;10;10;10;10;84;84;84;84;0.52;28.93;29;87974;
744;2024-12-11T21:18:33;10;10;10;10;85;85;85;85;0.53;28.92;29;87964;
745;2024-12-11T21:19:35;10;10;10;10;87;87;87;87;0.54;28.89;29;87973;
746;2024-12-11T21:20:37;10;10;10;10;85;85;85;85;0.55;28.87;29;87976;
747;2024-12-11T21:21:39;11;11;11;11;90;91;91;91;0.57;28.87;29;87971;
748;2024-12-11T21:22:42;11;11;11;11;89;90;90;90;0.56;28.87;29;87970;
749;2024-12-11T21:23:44;10;10;10;10;87;87;87;87;0.56;28.87;29;87975;
750;2024-12-11T21:24:46;10;10;10;10;82;83;83;83;0.55;28.85;29;87967;
751;2024-12-11T21:25:48;9;10;10;10;80;80;80;80;0.55;28.84;29;87971;
752;2024-12-11T21:26:50;10;11;11;11;88;88;88;88;0.55;28.84;29;87972;
753;2024-12-11T21:27:52;10;11;11;11;88;89;89;89;0.58;28.86;29;87975;
754;2024-12-11T21:28:55;10;11;11;11;88;89;89;89;0.59;28.87;29;87978;
755;2024-12-11T21:29:57;10;11;11;11;87;87;87;87;0.59;28.87;29;87975;
756;2024-12-11T21:30:59;10;11;11;11;88;88;88;88;0.56;28.84;29;87971;
757;2024-12-11T21:32:01;11;11;11;11;92;93;93;93;0.58;28.84;29;87976;
758;2024-12-11T21:33:03;11;11;11;11;93;93;93;93;0.57;28.83;29;87983;
759;2024-12-11T21:34:05;12;12;12;12;98;99;99;99;0.59;28.83;29;87980;
760;2024-12-11T21:35:08;15;16;16;16;129;130;130;130;0.61;28.83;29;87976;
761;2024-12-11T21:36:10;16;18;18;19;136;137;137;137;0.6;28.81;29;87976;
762;2024-12-11T21:37:12;18;19;20;20;147;149;149;149;0.63;28.82;29;87982;
763;2024-12-11T21:38:14;17;18;19;19;142;143;143;143;0.64;28.83;30;87975;
764;2024-12-11T21:39:16;17;19;19;20;147;148;148;148;0.63;28.82;29;87980;
765;2024-12-11T21:40:18;18;19;20;20;153;154;154;154;0.59;28.8;30;87987;
766;2024-12-11T21:41:21;18;19;19;20;152;153;153;153;0.61;28.79;30;87978;
767;2024-12-11T21:42:23;18;20;21;21;151;153;153;153;0.66;28.79;29;87980;
768;2024-12-11T21:43:25;19;21;22;22;161;163;163;163;0.62;28.78;29;87980;
769;2024-12-11T21:44:27;20;21;22;23;166;167;167;167;0.62;28.77;30;87973;
770;2024-12-11T21:45:29;20;21;22;22;170;172;172;172;0.6;28.75;30;87978;
771;2024-12-11T21:46:31;19;20;21;21;164;165;165;165;0.61;28.76;30;87982;
772;2024-12-11T21:47:34;18;19;20;20;154;155;155;155;0.61;28.75;30;87978;
773;2024-12-11T21:48:36;18;19;19;19;155;155;155;155;0.59;28.76;30;87985;
774;2024-12-11T21:49:38;20;21;21;21;170;171;171;171;0.58;28.72;30;87987;
775;2024-12-11T21:50:40;18;19;19;19;155;156;156;156;0.58;28.71;29;87991;
776;2024-12-11T21:51:42;18;19;20;20;156;157;157;157;0.58;28.72;30;87990;
777;2024-12-11T21:52:44;17;18;18;18;145;146;146;146;0.59;28.69;30;87989;
778;2024-12-11T21:53:47;18;19;19;19;154;154;154;154;0.59;28.71;30;87991;
779;2024-12-11T21:54:49;17;18;18;19;148;149;149;149;0.61;28.69;30;87994;
780;2024-12-11T21:55:51;19;19;19;20;157;158;158;158;0.6;28.69;30;87994;
781;2024-12-11T21:56:53;19;19;19;20;157;158;158;158;0.59;28.67;30;87997;
782;2024-12-11T21:57:55;18;19;20;20;154;155;155;155;0.58;28.65;30;88000;
783;2024-12-11T21:58:57;17;18;19;19;147;148;149;149;0.58;28.64;30;88003;
784;2024-12-11T22:00:00;18;19;20;20;153;154;154;154;0.61;28.63;30;88007;
785;2024-12-11T22:01:02;18;18;19;19;152;153;153;153;0.57;28.62;30;88007;
786;2024-12-11T22:02:04;19;19;19;20;157;158;158;158;0.57;28.62;30;88007;
787;2024-12-11T22:03:06;19;20;21;21;164;165;165;165;0.59;28.62;30;88017;
788;2024-12-11T22:04:08;18;19;20;20;154;156;156;156;0.6;28.59;30;88018;
789;2024-12-11T22:05:10;19;20;20;20;161;162;162;162;0.6;28.57;30;88026;
790;2024-12-11T22:06:13;18;19;19;19;152;153;153;153;0.6;28.59;30;88029;
791;2024-12-11T22:07:15;19;20;20;20;159;160;160;160;0.59;28.57;30;88032;
792;2024-12-11T22:08:17;19;20;20;20;159;160;160;160;0.61;28.57;30;88032;
793;2024-12-11T22:09:19;19;20;20;20;161;162;162;162;0.59;28.58;30;88033;
794;2024-12-11T22:10:21;19;20;20;20;165;165;165;165;0.58;28.57;30;88032;
795;2024-12-11T22:11:23;18;19;19;19;157;158;158;158;0.56;28.53;30;88027;
796;2024-12-11T22:12:26;19;20;20;20;163;164;164;164;0.56;28.54;30;88028;
797;2024-12-11T22:13:28;19;20;21;21;165;166;166;166;0.62;28.54;30;88025;
798;2024-12-11T22:14:30;20;22;22;22;173;174;174;175;0.58;28.56;30;88030;
799;2024-12-11T22:15:32;20;21;21;21;168;169;169;169;0.59;28.53;30;88030;
800;2024-12-11T22:16:34;20;21;22;22;168;169;169;169;0.6;28.51;30;88030;
801;2024-12-11T22:17:36;20;21;21;22;172;173;173;173;0.58;28.5;30;88028;
802;2024-12-11T22:18:39;20;20;21;21;165;166;166;166;0.6;28.5;30;88028;
803;2024-12-11T22:19:41;21;22;23;23;178;179;179;179;0.61;28.51;29;88016;
804;2024-12-11T22:20:43;19;20;21;21;165;166;166;166;0.6;28.5;30;88020;
805;2024-12-11T22:21:45;19;20;21;21;163;164;164;164;0.6;28.48;30;88023;
806;2024-12-11T22:22:47;19;20;20;21;161;162;162;162;0.58;28.48;30;88014;
807;2024-12-11T22:23:49;18;19;19;19;153;154;154;154;0.58;28.48;30;88020;
808;2024-12-11T22:24:52;20;21;21;21;174;174;174;174;0.57;28.48;31;88009;
809;2024-12-11T22:25:54;20;21;21;21;171;171;171;171;0.58;28.48;30;88004;
810;2024-12-11T22:26:56;21;22;22;22;176;177;177;177;0.59;28.45;31;88019;
811;2024-12-11T22:27:58;19;20;20;20;166;166;166;166;0.57;28.44;30;88008;
812;2024-12-11T22:29:00;19;20;20;20;164;164;164;164;0.59;28.44;30;88006;
813;2024-12-11T22:30:03;21;21;21;22;175;175;175;175;0.58;28.4;30;88003;
814;2024-12-11T22:31:05;19;20;20;20;163;163;163;163;0.6;28.4;30;88003;
815;2024-12-11T22:32:07;19;20;21;21;164;165;165;165;0.61;28.42;31;88001;
816;2024-12-11T22:33:09;19;20;21;21;164;165;165;165;0.59;28.43;30;87996;
817;2024-12-11T22:34:11;18;19;19;19;156;157;157;157;0.57;28.42;30;87995;
818;2024-12-11T22:35:13;20;21;22;22;170;171;172;172;0.62;28.42;30;87998;
819;2024-12-11T22:36:16;20;21;22;22;167;168;169;169;0.61;28.41;30;87998;
820;2024-12-11T22:37:18;20;21;21;21;169;170;170;170;0.6;28.39;30;87993;
821;2024-12-11T22:38:20;19;20;20;20;165;165;165;165;0.58;28.4;30;87992;
822;2024-12-11T22:39:22;19;20;21;21;165;166;166;166;0.59;28.38;30;87995;
823;2024-12-11T22:40:24;19;19;20;20;158;159;159;159;0.58;28.38;30;87991;
824;2024-12-11T22:41:26;19;19;19;19;158;158;158;158;0.57;28.39;30;87990;
825;2024-12-11T22:42:29;18;19;19;19;153;154;154;154;0.58;28.38;30;87994;
826;2024-12-11T22:43:31;19;20;20;21;165;165;165;165;0.59;28.36;31;87992;
827;2024-12-11T22:44:33;19;19;20;20;158;159;159;159;0.59;28.37;30;87983;
828;2024-12-11T22:45:35;19;20;20;20;162;162;162;162;0.6;28.38;31;87987;
829;2024-12-11T22:46:37;20;21;21;21;169;170;170;170;0.57;28.36;30;87992;
830;2024-12-11T22:47:39;18;18;18;18;152;152;152;152;0.56;28.33;31;87980;
831;2024-12-11T22:48:42;19;20;20;20;162;162;162;162;0.58;28.34;31;87984;
832;2024-12-11T22:49:44;18;19;19;19;155;156;156;156;0.59;28.35;31;87987;
833;2024-12-11T22:50:46;17;18;18;18;146;146;146;146;0.57;28.36;31;87987;
834;2024-12-11T22:51:48;18;19;19;19;157;158;158;158;0.57;28.33;31;87977;
835;2024-12-11T22:52:50;18;19;19;19;154;154;154;154;0.56;28.3;31;87981;
836;2024-12-11T22:53:52;18;19;19;19;155;155;155;155;0.57;28.3;31;87981;
837;2024-12-11T22:54:55;18;19;19;19;153;154;154;154;0.59;28.32;31;87964;
838;2024-12-11T22:55:57;19;19;20;20;159;159;159;159;0.59;28.3;31;87978;
839;2024-12-11T22:56:59;19;19;19;20;159;159;159;159;0.59;28.31;31;87979;
840;2024-12-11T22:58:01;18;18;18;18;150;151;151;151;0.59;28.29;31;87974;
841;2024-12-11T22:59:03;18;19;19;19;152;153;153;153;0.6;28.3;31;87978;
842;2024-12-11T23:00:05;18;19;19;19;156;157;157;157;0.59;28.29;31;87979;
843;2024-12-11T23:01:08;19;20;20;20;164;165;165;165;0.57;28.3;31;87978;
844;2024-12-11T23:02:10;18;18;18;18;152;152;152;152;0.54;28.3;30;87981;
845;2024-12-11T23:03:12;19;19;19;19;160;160;160;160;0.56;28.27;31;87979;
846;2024-12-11T23:04:14;17;18;18;18;147;147;147;147;0.54;28.26;31;87983;
847;2024-12-11T23:05:16;18;18;18;18;152;152;152;152;0.56;28.24;32;87986;
848;2024-12-11T23:06:18;18;18;18;18;153;154;154;154;0.55;28.26;32;87983;
849;2024-12-11T23:07:21;18;19;19;19;157;157;158;158;0.6;28.25;31;87983;
850;2024-12-11T23:08:23;17;18;18;18;144;145;145;145;0.58;28.22;31;87980;
851;2024-12-11T23:09:25;18;19;19;19;156;157;157;157;0.58;28.21;31;87976;
852;2024-12-11T23:10:27;18;18;18;18;151;151;151;151;0.57;28.19;31;87971;
853;2024-12-11T23:11:29;19;19;19;19;158;159;159;159;0.58;28.22;31;87977;
854;2024-12-11T23:12:31;18;19;19;19;156;156;157;157;0.58;28.2;31;87975;
855;2024-12-11T23:13:34;17;18;18;18;148;148;148;148;0.58;28.21;31;87982;
856;2024-12-11T23:14:36;18;18;18;18;151;151;151;151;0.56;28.18;31;87978;
857;2024-12-11T23:15:38;18;19;19;19;156;156;156;156;0.61;28.19;31;87979;
858;2024-12-11T23:16:40;18;18;19;19;150;151;151;151;0.57;28.18;31;87975;
859;2024-12-11T23:17:42;18;18;18;18;150;150;151;151;0.59;28.21;31;87976;
860;2024-12-11T23:18:44;18;19;19;19;152;153;153;153;0.58;28.19;31;87976;
861;2024-12-11T23:19:47;18;19;19;19;154;154;154;154;0.58;28.18;31;87980;
862;2024-12-11T23:20:49;18;19;19;19;154;154;154;154;0.57;28.18;31;87983;
863;2024-12-11T23:21:51;17;18;18;18;148;148;148;148;0.56;28.18;31;87977;
864;2024-12-11T23:22:53;17;17;17;17;142;142;142;142;0.56;28.17;31;87979;
865;2024-12-11T23:23:55;17;18;18;18;148;149;149;149;0.59;28.16;31;87980;
866;2024-12-11T23:24:57;17;18;18;18;146;146;146;146;0.57;28.15;31;87979;
867;2024-12-11T23:26:00;17;18;18;18;145;146;146;146;0.57;28.16;31;87980;
868;2024-12-11T23:27:02;17;17;17;17;145;145;145;145;0.55;28.16;31;87980;
869;2024-12-11T23:28:04;18;18;18;18;150;150;150;150;0.54;28.12;31;87980;
870;2024-12-11T23:29:06;17;17;17;17;145;145;145;145;0.56;28.1;31;87975;
871;2024-12-11T23:30:08;17;18;18;18;148;149;149;149;0.56;28.13;31;87981;
872;2024-12-11T23:31:10;17;17;17;17;144;144;144;144;0.58;28.12;31;87983;
873;2024-12-11T23:32:13;17;18;18;18;147;148;148;148;0.56;28.13;31;87978;
874;2024-12-11T23:33:15;18;18;18;18;153;153;153;153;0.55;28.1;31;87981;
875;2024-12-11T23:34:17;17;18;18;18;149;149;149;149;0.55;28.1;31;87984;
876;2024-12-11T23:35:19;16;16;16;16;137;137;137;137;0.56;28.11;31;87982;
877;2024-12-11T23:36:21;17;18;18;18;145;146;146;146;0.57;28.09;31;87987;
878;2024-12-11T23:37:23;17;17;17;17;141;141;141;141;0.59;28.09;31;87990;
879;2024-12-11T23:38:26;17;17;17;17;143;143;143;143;0.57;28.1;31;87989;
880;2024-12-11T23:39:28;16;17;17;17;137;138;138;138;0.58;28.07;31;87988;
881;2024-12-11T23:40:30;16;17;17;17;140;140;140;140;0.57;28.07;31;87985;
882;2024-12-11T23:41:32;17;18;18;18;145;145;145;145;0.58;28.08;31;87989;
883;2024-12-11T23:42:34;17;17;18;18;144;144;144;144;0.57;28.08;31;87994;
884;2024-12-11T23:43:36;17;17;17;17;145;145;145;145;0.56;28.08;31;87997;
885;2024-12-11T23:44:39;17;18;18;18;147;148;148;148;0.58;28.05;31;87998;
886;2024-12-11T23:45:41;18;18;18;18;149;150;150;150;0.55;28.07;31;87998;
887;2024-12-11T23:46:43;16;16;16;16;135;135;135;135;0.56;28.06;31;88000;
888;2024-12-11T23:47:45;17;18;18;18;147;147;147;147;0.57;28.06;31;88002;
889;2024-12-11T23:48:47;16;16;16;16;136;136;136;136;0.57;28.03;31;87998;
890;2024-12-11T23:49:50;16;16;16;17;136;136;136;136;0.58;28.03;31;87993;
891;2024-12-11T23:50:52;17;18;18;18;145;145;145;145;0.59;28.04;32;88002;
892;2024-12-11T23:51:54;16;17;17;17;139;139;139;139;0.59;28.04;31;88002;
893;2024-12-11T23:52:56;17;17;17;17;145;145;145;145;0.56;28.04;31;88002;
894;2024-12-11T23:53:58;16;17;17;17;137;138;138;138;0.58;28.05;32;87998;
895;2024-12-11T23:55:00;17;17;17;17;144;145;145;145;0.57;28.03;31;88006;
896;2024-12-11T23:56:03;16;17;17;17;140;141;141;141;0.57;28.0;31;88001;
897;2024-12-11T23:57:05;17;17;17;17;145;145;145;145;0.55;27.99;31;87995;
898;2024-12-11T23:58:07;16;17;17;17;139;140;140;140;0.58;28.0;31;87996;
899;2024-12-11T23:59:09;16;17;17;17;140;140;140;140;0.59;28.02;31;87991;
900;2024-12-12T00:00:11;16;17;17;17;137;137;137;137;0.57;28.0;31;87997;
901;2024-12-12T00:01:13;16;16;16;16;137;137;137;137;0.57;27.99;32;87992;
902;2024-12-12T00:02:16;16;17;17;17;139;140;140;140;0.56;27.98;31;87993;
903;2024-12-12T00:03:18;17;18;18;18;146;146;146;146;0.56;27.99;31;88000;
904;2024-12-12T00:04:20;16;17;17;17;139;139;139;139;0.54;27.99;31;87992;
905;2024-12-12T00:05:22;16;16;16;16;136;136;136;136;0.53;28.0;32;88002;
906;2024-12-12T00:06:24;16;16;16;16;136;136;136;136;0.54;27.97;31;87992;
907;2024-12-12T00:07:26;16;16;16;16;134;134;134;134;0.55;27.96;31;87998;
908;2024-12-12T00:08:29;16;16;16;16;136;136;136;136;0.55;27.96;32;87996;
909;2024-12-12T00:09:31;16;16;16;16;132;133;133;133;0.58;27.96;31;87996;
910;2024-12-12T00:10:33;16;17;17;17;141;141;141;141;0.56;27.97;31;87998;
911;2024-12-12T00:11:35;16;16;16;16;133;134;134;134;0.57;27.95;31;87995;
912;2024-12-12T00:12:37;16;16;17;17;136;137;137;137;0.58;27.95;31;87998;
913;2024-12-12T00:13:39;16;16;16;16;133;133;133;133;0.57;27.93;31;87995;
914;2024-12-12T00:14:42;16;16;16;16;137;138;138;138;0.54;27.93;31;87992;
915;2024-12-12T00:15:44;16;16;16;16;134;134;134;134;0.54;27.93;31;87997;
916;2024-12-12T00:16:46;16;17;17;17;140;140;140;140;0.56;27.94;31;88004;
917;2024-12-12T00:17:48;17;17;17;17;142;142;142;142;0.57;27.94;31;87999;
918;2024-12-12T00:18:50;16;17;17;17;140;141;141;141;0.57;27.92;31;87996;
919;2024-12-12T00:19:52;15;16;16;16;131;131;131;131;0.56;27.94;31;87999;
920;2024-12-12T00:20:55;16;16;16;16;132;133;133;133;0.56;27.91;31;87997;
921;2024-12-12T00:21:57;16;16;16;16;133;134;134;134;0.57;27.91;31;87992;
922;2024-12-12T00:22:59;16;16;16;16;135;135;135;135;0.53;27.91;32;88003;
